image_id,split,mode,backend,reason
9903903R,train,jsn_predicted,heuristic,jsn_predicted_success
9904541R,train,jsn_predicted,heuristic,jsn_predicted_success
9904574L,train,jsn_predicted,heuristic,jsn_predicted_success
9904574R,train,jsn_predicted,heuristic,jsn_predicted_success
9908780L,train,jsn_predicted,heuristic,jsn_predicted_success
9908780R,train,jsn_predicted,heuristic,jsn_predicted_success
9908796R,train,jsn_predicted,heuristic,jsn_predicted_success
9911721L,train,jsn_predicted,heuristic,jsn_predicted_success
9911721R,train,jsn_predicted,heuristic,jsn_predicted_success
9914944L,train,jsn_predicted,heuristic,jsn_predicted_success
9917803L,train,jsn_predicted,heuristic,jsn_predicted_success
9917803R,train,jsn_predicted,heuristic,jsn_predicted_success
9918051L,train,jsn_predicted,heuristic,jsn_predicted_success
9919842L,train,jsn_predicted,heuristic,jsn_predicted_success
9920140R,train,jsn_predicted,heuristic,jsn_predicted_success
9921586R,train,jsn_predicted,heuristic,jsn_predicted_success
9921811R,train,jsn_predicted,heuristic,jsn_predicted_success
9922351L,train,jsn_predicted,heuristic,jsn_predicted_success
9922351R,train,jsn_predicted,heuristic,jsn_predicted_success
9925131R,train,jsn_predicted,heuristic,jsn_predicted_success
9925760R,train,jsn_predicted,heuristic,jsn_predicted_success
9927318L,train,jsn_predicted,heuristic,jsn_predicted_success
9928319L,train,jsn_predicted,heuristic,jsn_predicted_success
9928844R,train,jsn_predicted,heuristic,jsn_predicted_success
9931474R,train,jsn_predicted,heuristic,jsn_predicted_success
9931589L,train,jsn_predicted,heuristic,jsn_predicted_success
9931589R,train,jsn_predicted,heuristic,jsn_predicted_success
9932092R,train,jsn_predicted,heuristic,jsn_predicted_success
9932809L,train,jsn_predicted,heuristic,jsn_predicted_success
9933459L,train,jsn_predicted,heuristic,jsn_predicted_success
9933836L,train,jsn_predicted,heuristic,jsn_predicted_success
9936312R,train,jsn_predicted,heuristic,jsn_predicted_success
9937239L,train,jsn_predicted,heuristic,jsn_predicted_success
9937239R,train,jsn_predicted,heuristic,jsn_predicted_success
9939718L,train,jsn_predicted,heuristic,jsn_predicted_success
9940023L,train,jsn_predicted,heuristic,jsn_predicted_success
9940023R,train,jsn_predicted,heuristic,jsn_predicted_success
9942319L,train,jsn_predicted,heuristic,jsn_predicted_success
9943227R,train,jsn_predicted,heuristic,jsn_predicted_success
9944117L,train,jsn_predicted,heuristic,jsn_predicted_success
9946304L,train,jsn_predicted,heuristic,jsn_predicted_success
9947295L,train,jsn_predicted,heuristic,jsn_predicted_success
9947295R,train,jsn_predicted,heuristic,jsn_predicted_success
9950790L,train,jsn_predicted,heuristic,jsn_predicted_success
9951284R,train,jsn_predicted,heuristic,jsn_predicted_success
9951449R,train,jsn_predicted,heuristic,jsn_predicted_success
9953820R,train,jsn_predicted,heuristic,jsn_predicted_success
9954040L,train,jsn_predicted,heuristic,jsn_predicted_success
9954040R,train,jsn_predicted,heuristic,jsn_predicted_success
9955276L,train,jsn_predicted,heuristic,jsn_predicted_success
9958234L,train,jsn_predicted,heuristic,jsn_predicted_success
9958234R,train,jsn_predicted,heuristic,jsn_predicted_success
9960747L,train,jsn_predicted,heuristic,jsn_predicted_success
9961728R,train,jsn_predicted,heuristic,jsn_predicted_success
9962155R,train,jsn_predicted,heuristic,jsn_predicted_success
9962749L,train,jsn_predicted,heuristic,jsn_predicted_success
9964232R,train,jsn_predicted,heuristic,jsn_predicted_success
9965231L,train,jsn_predicted,heuristic,jsn_predicted_success
9967211L,train,jsn_predicted,heuristic,jsn_predicted_success
9967358R,train,jsn_predicted,heuristic,jsn_predicted_success
9967728L,train,jsn_predicted,heuristic,jsn_predicted_success
9968800L,train,jsn_predicted,heuristic,jsn_predicted_success
9973483L,train,jsn_predicted,heuristic,jsn_predicted_success
9973483R,train,jsn_predicted,heuristic,jsn_predicted_success
9973713R,train,jsn_predicted,heuristic,jsn_predicted_success
9973773R,train,jsn_predicted,heuristic,jsn_predicted_success
9975485L,train,jsn_predicted,heuristic,jsn_predicted_success
9976720L,train,jsn_predicted,heuristic,jsn_predicted_success
9976720R,train,jsn_predicted,heuristic,jsn_predicted_success
9977206R,train,jsn_predicted,heuristic,jsn_predicted_success
9977985R,train,jsn_predicted,heuristic,jsn_predicted_success
9978813L,train,jsn_predicted,heuristic,jsn_predicted_success
9980704L,train,jsn_predicted,heuristic,jsn_predicted_success
9981316L,train,jsn_predicted,heuristic,jsn_predicted_success
9981316R,train,jsn_predicted,heuristic,jsn_predicted_success
9985321L,train,jsn_predicted,heuristic,jsn_predicted_success
9985803L,train,jsn_predicted,heuristic,jsn_predicted_success
9986355L,train,jsn_predicted,heuristic,jsn_predicted_success
9986355R,train,jsn_predicted,heuristic,jsn_predicted_success
9988305L,train,jsn_predicted,heuristic,jsn_predicted_success
9988305R,train,jsn_predicted,heuristic,jsn_predicted_success
9988891R,train,jsn_predicted,heuristic,jsn_predicted_success
9989700R,train,jsn_predicted,heuristic,jsn_predicted_success
9992358L,train,jsn_predicted,heuristic,jsn_predicted_success
9993650L,train,jsn_predicted,heuristic,jsn_predicted_success
9994408R,train,jsn_predicted,heuristic,jsn_predicted_success
9994848L,train,jsn_predicted,heuristic,jsn_predicted_success
9994848R,train,jsn_predicted,heuristic,jsn_predicted_success
9996098R,train,jsn_predicted,heuristic,jsn_predicted_success
9999510L,train,jsn_predicted,heuristic,jsn_predicted_success
9448098R,train,jsn_predicted,heuristic,jsn_predicted_success
9453626L,train,jsn_predicted,heuristic,jsn_predicted_success
9458093L,train,jsn_predicted,heuristic,jsn_predicted_success
9458213R,train,jsn_predicted,heuristic,jsn_predicted_success
9458416L,train,jsn_predicted,heuristic,jsn_predicted_success
9459743L,train,jsn_predicted,heuristic,jsn_predicted_success
9475286R,train,jsn_predicted,heuristic,jsn_predicted_success
9477612R,train,jsn_predicted,heuristic,jsn_predicted_success
9486992L,train,jsn_predicted,heuristic,jsn_predicted_success
9487462R,train,jsn_predicted,heuristic,jsn_predicted_success
9488319L,train,jsn_predicted,heuristic,jsn_predicted_success
9494867R,train,jsn_predicted,heuristic,jsn_predicted_success
9505935L,train,jsn_predicted,heuristic,jsn_predicted_success
9510943L,train,jsn_predicted,heuristic,jsn_predicted_success
9526396L,train,jsn_predicted,heuristic,jsn_predicted_success
9529676R,train,jsn_predicted,heuristic,jsn_predicted_success
9547902L,train,jsn_predicted,heuristic,jsn_predicted_success
9549330L,train,jsn_predicted,heuristic,jsn_predicted_success
9555061L,train,jsn_predicted,heuristic,jsn_predicted_success
9555061R,train,jsn_predicted,heuristic,jsn_predicted_success
9561824L,train,jsn_predicted,heuristic,jsn_predicted_success
9568974L,train,jsn_predicted,heuristic,jsn_predicted_success
9571631R,train,jsn_predicted,heuristic,jsn_predicted_success
9581253R,train,jsn_predicted,heuristic,jsn_predicted_success
9581915L,train,jsn_predicted,heuristic,jsn_predicted_success
9585931R,train,jsn_predicted,heuristic,jsn_predicted_success
9596238L,train,jsn_predicted,heuristic,jsn_predicted_success
9597241L,train,jsn_predicted,heuristic,jsn_predicted_success
9599509R,train,jsn_predicted,heuristic,jsn_predicted_success
9601011L,train,jsn_predicted,heuristic,jsn_predicted_success
9604541R,train,jsn_predicted,heuristic,jsn_predicted_success
9613488L,train,jsn_predicted,heuristic,jsn_predicted_success
9622083L,train,jsn_predicted,heuristic,jsn_predicted_success
9635581R,train,jsn_predicted,heuristic,jsn_predicted_success
9638123R,train,jsn_predicted,heuristic,jsn_predicted_success
9639088L,train,jsn_predicted,heuristic,jsn_predicted_success
9643944R,train,jsn_predicted,heuristic,jsn_predicted_success
9645683L,train,jsn_predicted,heuristic,jsn_predicted_success
9646958R,train,jsn_predicted,heuristic,jsn_predicted_success
9671958L,train,jsn_predicted,heuristic,jsn_predicted_success
9680800R,train,jsn_predicted,heuristic,jsn_predicted_success
9689922R,train,jsn_predicted,heuristic,jsn_predicted_success
9696975R,train,jsn_predicted,heuristic,jsn_predicted_success
9704858L,train,jsn_predicted,heuristic,jsn_predicted_success
9708289R,train,jsn_predicted,heuristic,jsn_predicted_success
9708713R,train,jsn_predicted,heuristic,jsn_predicted_success
9713904R,train,jsn_predicted,heuristic,jsn_predicted_success
9716393L,train,jsn_predicted,heuristic,jsn_predicted_success
9721540L,train,jsn_predicted,heuristic,jsn_predicted_success
9723575L,train,jsn_predicted,heuristic,jsn_predicted_success
9725081L,train,jsn_predicted,heuristic,jsn_predicted_success
9726778R,train,jsn_predicted,heuristic,jsn_predicted_success
9727543L,train,jsn_predicted,heuristic,jsn_predicted_success
9731542R,train,jsn_predicted,heuristic,jsn_predicted_success
9732751R,train,jsn_predicted,heuristic,jsn_predicted_success
9740440L,train,jsn_predicted,heuristic,jsn_predicted_success
9742871R,train,jsn_predicted,heuristic,jsn_predicted_success
9745368R,train,jsn_predicted,heuristic,jsn_predicted_success
9746416R,train,jsn_predicted,heuristic,jsn_predicted_success
9748094R,train,jsn_predicted,heuristic,jsn_predicted_success
9755634R,train,jsn_predicted,heuristic,jsn_predicted_success
9760079R,train,jsn_predicted,heuristic,jsn_predicted_success
9761503L,train,jsn_predicted,heuristic,jsn_predicted_success
9780662R,train,jsn_predicted,heuristic,jsn_predicted_success
9781749R,train,jsn_predicted,heuristic,jsn_predicted_success
9787693R,train,jsn_predicted,heuristic,jsn_predicted_success
9788608R,train,jsn_predicted,heuristic,jsn_predicted_success
9797352L,train,jsn_predicted,heuristic,jsn_predicted_success
9799305L,train,jsn_predicted,heuristic,jsn_predicted_success
9800285R,train,jsn_predicted,heuristic,jsn_predicted_success
9810432R,train,jsn_predicted,heuristic,jsn_predicted_success
9813958R,train,jsn_predicted,heuristic,jsn_predicted_success
9820479L,train,jsn_predicted,heuristic,jsn_predicted_success
9828555L,train,jsn_predicted,heuristic,jsn_predicted_success
9842579L,train,jsn_predicted,heuristic,jsn_predicted_success
9843822R,train,jsn_predicted,heuristic,jsn_predicted_success
9844838R,train,jsn_predicted,heuristic,jsn_predicted_success
9849852R,train,jsn_predicted,heuristic,jsn_predicted_success
9851309L,train,jsn_predicted,heuristic,jsn_predicted_success
9856356L,train,jsn_predicted,heuristic,jsn_predicted_success
9858216R,train,jsn_predicted,heuristic,jsn_predicted_success
9858840R,train,jsn_predicted,heuristic,jsn_predicted_success
9861493R,train,jsn_predicted,heuristic,jsn_predicted_success
9896743L,train,jsn_predicted,heuristic,jsn_predicted_success
9900761R,train,jsn_predicted,heuristic,jsn_predicted_success
9910391R,train,jsn_predicted,heuristic,jsn_predicted_success
9912946L,train,jsn_predicted,heuristic,jsn_predicted_success
9917284L,train,jsn_predicted,heuristic,jsn_predicted_success
9919646L,train,jsn_predicted,heuristic,jsn_predicted_success
9919646R,train,jsn_predicted,heuristic,jsn_predicted_success
9930620L,train,jsn_predicted,heuristic,jsn_predicted_success
9932578R,train,jsn_predicted,heuristic,jsn_predicted_success
9933836R,train,jsn_predicted,heuristic,jsn_predicted_success
9938636R,train,jsn_predicted,heuristic,jsn_predicted_success
9941323L,train,jsn_predicted,heuristic,jsn_predicted_success
9942319R,train,jsn_predicted,heuristic,jsn_predicted_success
9950790R,train,jsn_predicted,heuristic,jsn_predicted_success
9951449L,train,jsn_predicted,heuristic,jsn_predicted_success
9967719L,train,jsn_predicted,heuristic,jsn_predicted_success
9973713L,train,jsn_predicted,heuristic,jsn_predicted_success
9975485R,train,jsn_predicted,heuristic,jsn_predicted_success
9978026L,train,jsn_predicted,heuristic,jsn_predicted_success
9991313L,train,jsn_predicted,heuristic,jsn_predicted_success
9063934L,val,jsn_predicted,heuristic,jsn_predicted_success
9063934R,val,jsn_predicted,heuristic,jsn_predicted_success
9067323L,val,jsn_predicted,heuristic,jsn_predicted_success
9075745R,val,jsn_predicted,heuristic,jsn_predicted_success
9081799L,val,jsn_predicted,heuristic,jsn_predicted_success
9081799R,val,jsn_predicted,heuristic,jsn_predicted_success
9088175L,val,jsn_predicted,heuristic,jsn_predicted_success
9088175R,val,jsn_predicted,heuristic,jsn_predicted_success
9092643L,val,jsn_predicted,heuristic,jsn_predicted_success
9093584L,val,jsn_predicted,heuristic,jsn_predicted_success
9093584R,val,jsn_predicted,heuristic,jsn_predicted_success
9095389L,val,jsn_predicted,heuristic,jsn_predicted_success
9100862R,val,jsn_predicted,heuristic,jsn_predicted_success
9104620L,val,jsn_predicted,heuristic,jsn_predicted_success
9104620R,val,jsn_predicted,heuristic,jsn_predicted_success
9107980L,val,jsn_predicted,heuristic,jsn_predicted_success
9117692L,val,jsn_predicted,heuristic,jsn_predicted_success
9117692R,val,jsn_predicted,heuristic,jsn_predicted_success
9118689R,val,jsn_predicted,heuristic,jsn_predicted_success
9119950L,val,jsn_predicted,heuristic,jsn_predicted_success
9119950R,val,jsn_predicted,heuristic,jsn_predicted_success
9122517L,val,jsn_predicted,heuristic,jsn_predicted_success
9127495L,val,jsn_predicted,heuristic,jsn_predicted_success
9127495R,val,jsn_predicted,heuristic,jsn_predicted_success
9129226L,val,jsn_predicted,heuristic,jsn_predicted_success
9137393L,val,jsn_predicted,heuristic,jsn_predicted_success
9146801R,val,jsn_predicted,heuristic,jsn_predicted_success
9156526L,val,jsn_predicted,heuristic,jsn_predicted_success
9160401R,val,jsn_predicted,heuristic,jsn_predicted_success
9171714R,val,jsn_predicted,heuristic,jsn_predicted_success
9173434L,val,jsn_predicted,heuristic,jsn_predicted_success
9173434R,val,jsn_predicted,heuristic,jsn_predicted_success
9176924R,val,jsn_predicted,heuristic,jsn_predicted_success
9184108L,val,jsn_predicted,heuristic,jsn_predicted_success
9184108R,val,jsn_predicted,heuristic,jsn_predicted_success
9186589L,val,jsn_predicted,heuristic,jsn_predicted_success
9186589R,val,jsn_predicted,heuristic,jsn_predicted_success
9191533L,val,jsn_predicted,heuristic,jsn_predicted_success
9194860L,val,jsn_predicted,heuristic,jsn_predicted_success
9194860R,val,jsn_predicted,heuristic,jsn_predicted_success
9195845L,val,jsn_predicted,heuristic,jsn_predicted_success
9199070L,val,jsn_predicted,heuristic,jsn_predicted_success
9199070R,val,jsn_predicted,heuristic,jsn_predicted_success
9201011L,val,jsn_predicted,heuristic,jsn_predicted_success
9201011R,val,jsn_predicted,heuristic,jsn_predicted_success
9208055L,val,jsn_predicted,heuristic,jsn_predicted_success
9208055R,val,jsn_predicted,heuristic,jsn_predicted_success
9227993L,val,jsn_predicted,heuristic,jsn_predicted_success
9227993R,val,jsn_predicted,heuristic,jsn_predicted_success
9230504L,val,jsn_predicted,heuristic,jsn_predicted_success
9234485L,val,jsn_predicted,heuristic,jsn_predicted_success
9234485R,val,jsn_predicted,heuristic,jsn_predicted_success
9235549R,val,jsn_predicted,heuristic,jsn_predicted_success
9241780L,val,jsn_predicted,heuristic,jsn_predicted_success
9241780R,val,jsn_predicted,heuristic,jsn_predicted_success
9244535L,val,jsn_predicted,heuristic,jsn_predicted_success
9244537R,val,jsn_predicted,heuristic,jsn_predicted_success
9249780L,val,jsn_predicted,heuristic,jsn_predicted_success
9256567L,val,jsn_predicted,heuristic,jsn_predicted_success
9256567R,val,jsn_predicted,heuristic,jsn_predicted_success
9262046L,val,jsn_predicted,heuristic,jsn_predicted_success
9262046R,val,jsn_predicted,heuristic,jsn_predicted_success
9272393L,val,jsn_predicted,heuristic,jsn_predicted_success
9272393R,val,jsn_predicted,heuristic,jsn_predicted_success
9274364L,val,jsn_predicted,heuristic,jsn_predicted_success
9280249R,val,jsn_predicted,heuristic,jsn_predicted_success
9282022L,val,jsn_predicted,heuristic,jsn_predicted_success
9282022R,val,jsn_predicted,heuristic,jsn_predicted_success
9285207R,val,jsn_predicted,heuristic,jsn_predicted_success
9285212R,val,jsn_predicted,heuristic,jsn_predicted_success
9289800L,val,jsn_predicted,heuristic,jsn_predicted_success
9289800R,val,jsn_predicted,heuristic,jsn_predicted_success
9291210L,val,jsn_predicted,heuristic,jsn_predicted_success
9294761R,val,jsn_predicted,heuristic,jsn_predicted_success
9295533L,val,jsn_predicted,heuristic,jsn_predicted_success
9295533R,val,jsn_predicted,heuristic,jsn_predicted_success
9301426L,val,jsn_predicted,heuristic,jsn_predicted_success
9301426R,val,jsn_predicted,heuristic,jsn_predicted_success
9301641L,val,jsn_predicted,heuristic,jsn_predicted_success
9301641R,val,jsn_predicted,heuristic,jsn_predicted_success
9305065L,val,jsn_predicted,heuristic,jsn_predicted_success
9305272L,val,jsn_predicted,heuristic,jsn_predicted_success
9305272R,val,jsn_predicted,heuristic,jsn_predicted_success
9313233L,val,jsn_predicted,heuristic,jsn_predicted_success
9313715L,val,jsn_predicted,heuristic,jsn_predicted_success
9313715R,val,jsn_predicted,heuristic,jsn_predicted_success
9314056L,val,jsn_predicted,heuristic,jsn_predicted_success
9314056R,val,jsn_predicted,heuristic,jsn_predicted_success
9316069L,val,jsn_predicted,heuristic,jsn_predicted_success
9316069R,val,jsn_predicted,heuristic,jsn_predicted_success
9318808L,val,jsn_predicted,heuristic,jsn_predicted_success
9325842L,val,jsn_predicted,heuristic,jsn_predicted_success
9325842R,val,jsn_predicted,heuristic,jsn_predicted_success
9333793L,val,jsn_predicted,heuristic,jsn_predicted_success
9333793R,val,jsn_predicted,heuristic,jsn_predicted_success
9335175L,val,jsn_predicted,heuristic,jsn_predicted_success
9335175R,val,jsn_predicted,heuristic,jsn_predicted_success
9340357L,val,jsn_predicted,heuristic,jsn_predicted_success
9340357R,val,jsn_predicted,heuristic,jsn_predicted_success
9340468L,val,jsn_predicted,heuristic,jsn_predicted_success
9340468R,val,jsn_predicted,heuristic,jsn_predicted_success
9341699L,val,jsn_predicted,heuristic,jsn_predicted_success
9341699R,val,jsn_predicted,heuristic,jsn_predicted_success
9349395L,val,jsn_predicted,heuristic,jsn_predicted_success
9349395R,val,jsn_predicted,heuristic,jsn_predicted_success
9350339R,val,jsn_predicted,heuristic,jsn_predicted_success
9355228L,val,jsn_predicted,heuristic,jsn_predicted_success
9355228R,val,jsn_predicted,heuristic,jsn_predicted_success
9363662L,val,jsn_predicted,heuristic,jsn_predicted_success
9363662R,val,jsn_predicted,heuristic,jsn_predicted_success
9365192L,val,jsn_predicted,heuristic,jsn_predicted_success
9365192R,val,jsn_predicted,heuristic,jsn_predicted_success
9369110L,val,jsn_predicted,heuristic,jsn_predicted_success
9369110R,val,jsn_predicted,heuristic,jsn_predicted_success
9375300R,val,jsn_predicted,heuristic,jsn_predicted_success
9384145L,val,jsn_predicted,heuristic,jsn_predicted_success
9384145R,val,jsn_predicted,heuristic,jsn_predicted_success
9387094L,val,jsn_predicted,heuristic,jsn_predicted_success
9387094R,val,jsn_predicted,heuristic,jsn_predicted_success
9387265R,val,jsn_predicted,heuristic,jsn_predicted_success
9394122L,val,jsn_predicted,heuristic,jsn_predicted_success
9394122R,val,jsn_predicted,heuristic,jsn_predicted_success
9396054R,val,jsn_predicted,heuristic,jsn_predicted_success
9398272L,val,jsn_predicted,heuristic,jsn_predicted_success
9399129L,val,jsn_predicted,heuristic,jsn_predicted_success
9399129R,val,jsn_predicted,heuristic,jsn_predicted_success
9405034L,val,jsn_predicted,heuristic,jsn_predicted_success
9405034R,val,jsn_predicted,heuristic,jsn_predicted_success
9405107R,val,jsn_predicted,heuristic,jsn_predicted_success
9413949L,val,jsn_predicted,heuristic,jsn_predicted_success
9413949R,val,jsn_predicted,heuristic,jsn_predicted_success
9415847L,val,jsn_predicted,heuristic,jsn_predicted_success
9415847R,val,jsn_predicted,heuristic,jsn_predicted_success
9417544L,val,jsn_predicted,heuristic,jsn_predicted_success
9417544R,val,jsn_predicted,heuristic,jsn_predicted_success
9430117R,val,jsn_predicted,heuristic,jsn_predicted_success
9445105L,val,jsn_predicted,heuristic,jsn_predicted_success
9446305R,val,jsn_predicted,heuristic,jsn_predicted_success
9447878L,val,jsn_predicted,heuristic,jsn_predicted_success
9447878R,val,jsn_predicted,heuristic,jsn_predicted_success
9452479L,val,jsn_predicted,heuristic,jsn_predicted_success
9455100L,val,jsn_predicted,heuristic,jsn_predicted_success
9455100R,val,jsn_predicted,heuristic,jsn_predicted_success
9455113L,val,jsn_predicted,heuristic,jsn_predicted_success
9487409R,val,jsn_predicted,heuristic,jsn_predicted_success
9487451L,val,jsn_predicted,heuristic,jsn_predicted_success
9487451R,val,jsn_predicted,heuristic,jsn_predicted_success
9488360R,val,jsn_predicted,heuristic,jsn_predicted_success
9498724L,val,jsn_predicted,heuristic,jsn_predicted_success
9498724R,val,jsn_predicted,heuristic,jsn_predicted_success
9511862L,val,jsn_predicted,heuristic,jsn_predicted_success
9512408L,val,jsn_predicted,heuristic,jsn_predicted_success
9514379L,val,jsn_predicted,heuristic,jsn_predicted_success
9514379R,val,jsn_predicted,heuristic,jsn_predicted_success
9522615R,val,jsn_predicted,heuristic,jsn_predicted_success
9531050L,val,jsn_predicted,heuristic,jsn_predicted_success
9531050R,val,jsn_predicted,heuristic,jsn_predicted_success
9532955L,val,jsn_predicted,heuristic,jsn_predicted_success
9532955R,val,jsn_predicted,heuristic,jsn_predicted_success
9534106L,val,jsn_predicted,heuristic,jsn_predicted_success
9537090R,val,jsn_predicted,heuristic,jsn_predicted_success
9537182L,val,jsn_predicted,heuristic,jsn_predicted_success
9537182R,val,jsn_predicted,heuristic,jsn_predicted_success
9541651L,val,jsn_predicted,heuristic,jsn_predicted_success
9541651R,val,jsn_predicted,heuristic,jsn_predicted_success
9542380L,val,jsn_predicted,heuristic,jsn_predicted_success
9543086R,val,jsn_predicted,heuristic,jsn_predicted_success
9543679L,val,jsn_predicted,heuristic,jsn_predicted_success
9543679R,val,jsn_predicted,heuristic,jsn_predicted_success
9549818L,val,jsn_predicted,heuristic,jsn_predicted_success
9549868L,val,jsn_predicted,heuristic,jsn_predicted_success
9549868R,val,jsn_predicted,heuristic,jsn_predicted_success
9553149L,val,jsn_predicted,heuristic,jsn_predicted_success
9553907L,val,jsn_predicted,heuristic,jsn_predicted_success
9553907R,val,jsn_predicted,heuristic,jsn_predicted_success
9555603L,val,jsn_predicted,heuristic,jsn_predicted_success
9556917L,val,jsn_predicted,heuristic,jsn_predicted_success
9556917R,val,jsn_predicted,heuristic,jsn_predicted_success
9557111L,val,jsn_predicted,heuristic,jsn_predicted_success
9557926L,val,jsn_predicted,heuristic,jsn_predicted_success
9557926R,val,jsn_predicted,heuristic,jsn_predicted_success
9561374L,val,jsn_predicted,heuristic,jsn_predicted_success
9561374R,val,jsn_predicted,heuristic,jsn_predicted_success
9562591R,val,jsn_predicted,heuristic,jsn_predicted_success
9574704R,val,jsn_predicted,heuristic,jsn_predicted_success
9582487L,val,jsn_predicted,heuristic,jsn_predicted_success
9584925L,val,jsn_predicted,heuristic,jsn_predicted_success
9584925R,val,jsn_predicted,heuristic,jsn_predicted_success
9589486L,val,jsn_predicted,heuristic,jsn_predicted_success
9590267L,val,jsn_predicted,heuristic,jsn_predicted_success
9590267R,val,jsn_predicted,heuristic,jsn_predicted_success
9596662L,val,jsn_predicted,heuristic,jsn_predicted_success
9596662R,val,jsn_predicted,heuristic,jsn_predicted_success
9597737L,val,jsn_predicted,heuristic,jsn_predicted_success
9597737R,val,jsn_predicted,heuristic,jsn_predicted_success
9616919L,val,jsn_predicted,heuristic,jsn_predicted_success
9616919R,val,jsn_predicted,heuristic,jsn_predicted_success
9617748L,val,jsn_predicted,heuristic,jsn_predicted_success
9617748R,val,jsn_predicted,heuristic,jsn_predicted_success
9620167L,val,jsn_predicted,heuristic,jsn_predicted_success
9620167R,val,jsn_predicted,heuristic,jsn_predicted_success
9623707L,val,jsn_predicted,heuristic,jsn_predicted_success
9623707R,val,jsn_predicted,heuristic,jsn_predicted_success
9625187L,val,jsn_predicted,heuristic,jsn_predicted_success
9625560R,val,jsn_predicted,heuristic,jsn_predicted_success
9629158L,val,jsn_predicted,heuristic,jsn_predicted_success
9639581R,val,jsn_predicted,heuristic,jsn_predicted_success
9642569L,val,jsn_predicted,heuristic,jsn_predicted_success
9658663L,val,jsn_predicted,heuristic,jsn_predicted_success
9658663R,val,jsn_predicted,heuristic,jsn_predicted_success
9661713L,val,jsn_predicted,heuristic,jsn_predicted_success
9661713R,val,jsn_predicted,heuristic,jsn_predicted_success
9669962L,val,jsn_predicted,heuristic,jsn_predicted_success
9669962R,val,jsn_predicted,heuristic,jsn_predicted_success
9673712L,val,jsn_predicted,heuristic,jsn_predicted_success
9673712R,val,jsn_predicted,heuristic,jsn_predicted_success
9673972L,val,jsn_predicted,heuristic,jsn_predicted_success
9673972R,val,jsn_predicted,heuristic,jsn_predicted_success
9679795L,val,jsn_predicted,heuristic,jsn_predicted_success
9683564L,val,jsn_predicted,heuristic,jsn_predicted_success
9685830L,val,jsn_predicted,heuristic,jsn_predicted_success
9685830R,val,jsn_predicted,heuristic,jsn_predicted_success
9686327L,val,jsn_predicted,heuristic,jsn_predicted_success
9691423R,val,jsn_predicted,heuristic,jsn_predicted_success
9708353L,val,jsn_predicted,heuristic,jsn_predicted_success
9722038L,val,jsn_predicted,heuristic,jsn_predicted_success
9726175L,val,jsn_predicted,heuristic,jsn_predicted_success
9726175R,val,jsn_predicted,heuristic,jsn_predicted_success
9731254L,val,jsn_predicted,heuristic,jsn_predicted_success
9731254R,val,jsn_predicted,heuristic,jsn_predicted_success
9731969L,val,jsn_predicted,heuristic,jsn_predicted_success
9739050L,val,jsn_predicted,heuristic,jsn_predicted_success
9739050R,val,jsn_predicted,heuristic,jsn_predicted_success
9742066L,val,jsn_predicted,heuristic,jsn_predicted_success
9742066R,val,jsn_predicted,heuristic,jsn_predicted_success
9742313L,val,jsn_predicted,heuristic,jsn_predicted_success
9742313R,val,jsn_predicted,heuristic,jsn_predicted_success
9746075L,val,jsn_predicted,heuristic,jsn_predicted_success
9753936L,val,jsn_predicted,heuristic,jsn_predicted_success
9772008L,val,jsn_predicted,heuristic,jsn_predicted_success
9772008R,val,jsn_predicted,heuristic,jsn_predicted_success
9772977L,val,jsn_predicted,heuristic,jsn_predicted_success
9772977R,val,jsn_predicted,heuristic,jsn_predicted_success
9775753L,val,jsn_predicted,heuristic,jsn_predicted_success
9775753R,val,jsn_predicted,heuristic,jsn_predicted_success
9777471R,val,jsn_predicted,heuristic,jsn_predicted_success
9778272L,val,jsn_predicted,heuristic,jsn_predicted_success
9778272R,val,jsn_predicted,heuristic,jsn_predicted_success
9784291L,val,jsn_predicted,heuristic,jsn_predicted_success
9797627L,val,jsn_predicted,heuristic,jsn_predicted_success
9797627R,val,jsn_predicted,heuristic,jsn_predicted_success
9798591L,val,jsn_predicted,heuristic,jsn_predicted_success
9804177L,val,jsn_predicted,heuristic,jsn_predicted_success
9804177R,val,jsn_predicted,heuristic,jsn_predicted_success
9804376L,val,jsn_predicted,heuristic,jsn_predicted_success
9805733L,val,jsn_predicted,heuristic,jsn_predicted_success
9805733R,val,jsn_predicted,heuristic,jsn_predicted_success
9805931L,val,jsn_predicted,heuristic,jsn_predicted_success
9806159R,val,jsn_predicted,heuristic,jsn_predicted_success
9807689L,val,jsn_predicted,heuristic,jsn_predicted_success
9815509R,val,jsn_predicted,heuristic,jsn_predicted_success
9818359R,val,jsn_predicted,heuristic,jsn_predicted_success
9840270R,val,jsn_predicted,heuristic,jsn_predicted_success
9844270L,val,jsn_predicted,heuristic,jsn_predicted_success
9844270R,val,jsn_predicted,heuristic,jsn_predicted_success
9844785L,val,jsn_predicted,heuristic,jsn_predicted_success
9844785R,val,jsn_predicted,heuristic,jsn_predicted_success
9855267R,val,jsn_predicted,heuristic,jsn_predicted_success
9856114L,val,jsn_predicted,heuristic,jsn_predicted_success
9856114R,val,jsn_predicted,heuristic,jsn_predicted_success
9859873L,val,jsn_predicted,heuristic,jsn_predicted_success
9859873R,val,jsn_predicted,heuristic,jsn_predicted_success
9860568R,val,jsn_predicted,heuristic,jsn_predicted_success
